USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    11:01   0:00 [kthreadd]
root          77  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [cpuhp/9]
root          78  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [idle_inject/9]
root          79  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [migration/9]
root          80  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [ksoftirqd/9]
root          82  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/9:0H-events_highpri]
root          83  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [cpuhp/11]
root          84  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [idle_inject/11]
root          85  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [migration/11]
root          86  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [ksoftirqd/11]
root          88  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/11:0H-events_highpri]
root          91  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [kdevtmpfs]
root          92  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-inet_frag_wq]
root          93  0.0  0.0      0     0 ?        I    11:01   0:00  \_ [rcu_tasks_kthread]
root          94  0.0  0.0      0     0 ?        I    11:01   0:00  \_ [rcu_tasks_rude_kthread]
root          95  0.0  0.0      0     0 ?        I    11:01   0:00  \_ [rcu_tasks_trace_kthread]
root          96  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [kauditd]
root          97  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [khungtaskd]
root          98  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [oom_reaper]
root         101  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-writeback]
root         102  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [kcompactd0]
root         103  0.0  0.0      0     0 ?        SN   11:01   0:00  \_ [ksmd]
root         104  0.0  0.0      0     0 ?        SN   11:01   0:00  \_ [khugepaged]
root         105  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-kblockd]
root         106  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-blkcg_punt_bio]
root         107  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-kintegrityd]
root         108  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/9-acpi]
root         110  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-tpm_dev_wq]
root         111  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-ata_sff]
root         112  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-edac-poller]
root         113  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-devfreq_wq]
root         114  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [watchdogd]
root         115  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/1:1H-kblockd]
root         117  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/25-AMD-Vi0-Evt]
root         118  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/26-AMD-Vi0-PPR]
root         119  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/27-AMD-Vi0-GA]
root         122  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [kswapd0]
root         124  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-kthrotld]
root         125  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/u51:0-hci0]
root         126  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/40-pciehp]
root         127  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-acpi_thermal_pm]
root         128  0.0  0.0      0     0 ?        S    11:01   0:02  \_ [hwrng]
root         129  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-mld]
root         130  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/0:1H-kblockd]
root         131  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-ipv6_addrconf]
root         138  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-kstrp]
root         151  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-zswap-shrink]
root         154  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/28-ACPI:Event]
root         155  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/29-ACPI:Event]
root         156  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/30-ACPI:Event]
root         157  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/31-ACPI:Event]
root         158  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/32-ACPI:Event]
root         159  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/33-ACPI:Event]
root         160  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/34-ACPI:Event]
root         161  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/35-ACPI:Event]
root         162  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/36-ACPI:Event]
root         163  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/37-ACPI:Event]
root         204  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/4:1H-kblockd]
root         215  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/6:1H-kblockd]
root         227  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/9:1H-kblockd]
root         231  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/11:1H-kblockd]
root         233  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/2:1H-kblockd]
root         236  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/8:1H-kblockd]
root         238  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/5:1H-kblockd]
root         240  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/3:1H-kblockd]
root         247  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-nvme-wq]
root         248  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-nvme-reset-wq]
root         250  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-nvme-delete-wq]
root         251  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-nvme-auth-wq]
root         252  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/10:1H-kblockd]
root         254  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/7:1H-kblockd]
root         257  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-ktpacpid]
root         262  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-amdgpu-reset-dev]
root         263  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-ttm]
root         264  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
root         265  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
root         266  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
root         267  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
root         268  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-dm_vblank_control_workqueue]
root         269  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [card1-crtc0]
root         270  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [card1-crtc1]
root         271  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [card1-crtc2]
root         272  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [card1-crtc3]
root         273  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-gfx]
root         274  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.0.0]
root         275  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.1.0]
root         276  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.2.0]
root         277  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.3.0]
root         278  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.0.1]
root         279  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.1.1]
root         280  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.2.1]
root         281  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-comp_1.3.1]
root         282  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-sdma0]
root         283  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-vcn_dec]
root         284  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-vcn_enc0]
root         285  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-vcn_enc1]
root         286  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-jpeg_dec]
root         338  0.0  0.0      0     0 ?        S    11:01   0:03  \_ [jbd2/nvme0n1p2-8]
root         339  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-ext4-rsv-conversion]
root         382  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [psimon]
root         421  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [psimon]
root         451  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [psimon]
root         522  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-ipmi-msghandler-remove-wq]
root         549  0.0  0.0      0     0 ?        I<   11:01   0:00  \_ [kworker/R-cfg80211]
root         595  0.0  0.0      0     0 ?        S    11:01   0:14  \_ [irq/100-iwlwifi:default_queue]
root         596  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/101-iwlwifi:queue_1]
root         597  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/102-iwlwifi:queue_2]
root         599  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/103-iwlwifi:queue_3]
root         600  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/104-iwlwifi:queue_4]
root         601  0.0  0.0      0     0 ?        S    11:01   0:02  \_ [irq/105-iwlwifi:queue_5]
root         602  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/106-iwlwifi:queue_6]
root         603  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/107-iwlwifi:queue_7]
root         604  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/108-iwlwifi:queue_8]
root         605  0.0  0.0      0     0 ?        S    11:01   0:15  \_ [irq/109-iwlwifi:queue_9]
root         606  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/110-iwlwifi:queue_10]
root         607  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/111-iwlwifi:queue_11]
root         608  0.0  0.0      0     0 ?        S    11:01   0:01  \_ [irq/112-iwlwifi:queue_12]
root         609  0.0  0.0      0     0 ?        S    11:01   0:00  \_ [irq/114-iwlwifi:exception]
root       18683  0.0  0.0      0     0 ?        I<   15:15   0:00  \_ [kworker/u51:2-hci0]
root       27200  0.0  0.0      0     0 ?        I    17:07   0:00  \_ [kworker/10:1-mm_percpu_wq]
root       34213  0.0  0.0      0     0 ?        I    19:20   0:02  \_ [kworker/6:0-events]
root       37928  0.0  0.0      0     0 ?        I    19:58   0:00  \_ [kworker/8:2-events]
root       39148  0.0  0.0      0     0 ?        I    20:05   0:00  \_ [kworker/1:1-mm_percpu_wq]
root       41832  0.0  0.0      0     0 ?        I    20:20   0:00  \_ [kworker/9:0-mm_percpu_wq]
root       45549  0.0  0.0      0     0 ?        I    20:41   0:00  \_ [kworker/5:1-mm_percpu_wq]
root       45810  0.0  0.0      0     0 ?        I    20:43   0:00  \_ [kworker/4:2-mm_percpu_wq]
root       50787  0.0  0.0      0     0 ?        I    21:05   0:00  \_ [kworker/11:2-mm_percpu_wq]
root       51177  0.0  0.0      0     0 ?        D    21:14   0:02  \_ [kworker/u50:1+events_unbound]
root       51424  0.0  0.0      0     0 ?        I    21:33   0:00  \_ [kworker/0:2]
root       51430  0.0  0.0      0     0 ?        I    21:33   0:00  \_ [kworker/6:2]
root       51450  0.0  0.0      0     0 ?        I    21:36   0:00  \_ [kworker/2:0-events]
root       51516  0.0  0.0      0     0 ?        I    21:40   0:02  \_ [kworker/u50:3-events_unbound]
root       51656  0.1  0.0      0     0 ?        I    21:40   0:03  \_ [kworker/u49:3-kvfree_rcu_reclaim]
root       51703  0.0  0.0      0     0 ?        I    21:41   0:00  \_ [kworker/0:0-mm_percpu_wq]
root       54504  0.0  0.0      0     0 ?        I    21:56   0:00  \_ [kworker/9:1]
root       54535  0.0  0.0      0     0 ?        I    21:57   0:00  \_ [kworker/1:0-events]
root       54717  0.0  0.0      0     0 ?        I    21:59   0:00  \_ [kworker/2:2-mm_percpu_wq]
root       54848  0.1  0.0      0     0 ?        I    22:02   0:02  \_ [kworker/u49:0-kvfree_rcu_reclaim]
root       54917  0.0  0.0      0     0 ?        I    22:03   0:00  \_ [kworker/3:0-mm_percpu_wq]
root       55207  0.0  0.0      0     0 ?        I    22:06   0:00  \_ [kworker/7:2-mm_percpu_wq]
root       55691  0.1  0.0      0     0 ?        I    22:07   0:01  \_ [kworker/u50:5-events_unbound]
root       55807  0.0  0.0      0     0 ?        I<   22:11   0:00  \_ [kworker/u52:4-ttm]
root       56142  0.0  0.0      0     0 ?        I    22:13   0:01  \_ [kworker/u50:2-events_unbound]
root       56254  0.0  0.0      0     0 ?        I    22:14   0:00  \_ [kworker/u49:2-kvfree_rcu_reclaim]
root       56588  0.0  0.0      0     0 ?        I<   22:16   0:00  \_ [kworker/u53:0-ttm]
root       56589  0.0  0.0      0     0 ?        I<   22:16   0:00  \_ [kworker/u53:1-ttm]
root       56620  0.0  0.0      0     0 ?        I<   22:17   0:00  \_ [kworker/u52:7-ttm]
root       56621  0.0  0.0      0     0 ?        I<   22:17   0:00  \_ [kworker/u52:8-ttm]
root       56624  0.0  0.0      0     0 ?        I    22:17   0:00  \_ [kworker/10:2]
root       56786  0.0  0.0      0     0 ?        I<   22:19   0:00  \_ [kworker/u53:5-ttm]
root       56787  0.0  0.0      0     0 ?        I<   22:19   0:00  \_ [kworker/u53:6-ttm]
root       56788  0.0  0.0      0     0 ?        I<   22:19   0:00  \_ [kworker/u53:7-ttm]
root       56789  0.0  0.0      0     0 ?        I<   22:19   0:00  \_ [kworker/u53:8-ttm]
root       56790  0.0  0.0      0     0 ?        I<   22:19   0:00  \_ [kworker/u53:9-ttm]
root       57171  0.1  0.0      0     0 ?        I    22:20   0:00  \_ [kworker/u49:4-ext4-rsv-conversion]
root       57274  0.0  0.0      0     0 ?        I    22:20   0:00  \_ [kworker/11:1-events]
root       57346  0.0  0.0      0     0 ?        I<   22:22   0:00  \_ [kworker/u53:10-ttm]
root       57367  0.2  0.0      0     0 ?        I    22:23   0:01  \_ [kworker/u48:3-gfx]
root       57373  0.0  0.0      0     0 ?        I<   22:23   0:00  \_ [kworker/u52:0-ttm]
root       57406  0.0  0.0      0     0 ?        I<   22:24   0:00  \_ [kworker/u52:1-ttm]
root       57407  0.0  0.0      0     0 ?        I<   22:24   0:00  \_ [kworker/u52:2-ttm]
root       57450  0.1  0.0      0     0 ?        I    22:24   0:00  \_ [kworker/u50:0-iou_exit]
root       57475  0.0  0.0      0     0 ?        I    22:25   0:00  \_ [kworker/8:1-events]
root       57476  0.0  0.0      0     0 ?        I<   22:25   0:00  \_ [kworker/u52:5-ttm]
root       57677  0.0  0.0      0     0 ?        I    22:27   0:00  \_ [kworker/3:2-mm_percpu_wq]
root       57816  0.2  0.0      0     0 ?        I    22:28   0:00  \_ [kworker/u48:0-gfx]
root       57819  0.0  0.0      0     0 ?        I    22:28   0:00  \_ [kworker/7:1-events]
root       57901  0.0  0.0      0     0 ?        I    22:28   0:00  \_ [kworker/4:0-events]
root       57902  0.0  0.0      0     0 ?        I    22:28   0:00  \_ [kworker/u48:2-sdma0]
root       58028  0.0  0.0      0     0 ?        I    22:29   0:00  \_ [kworker/5:2-events]
root       58172  0.0  0.0      0     0 ?        I    22:29   0:00  \_ [kworker/0:1]
root       58204  0.0  0.0      0     0 ?        I    22:29   0:00  \_ [kworker/11:0-events]
root       58241  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:2-ttm]
root       58242  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:3-ttm]
root       58243  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:4-ttm]
root       58244  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:11-ttm]
root       58245  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:12-ttm]
root       58246  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:13-ttm]
root       58247  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:14-ttm]
root       58248  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:15-ttm]
root       58249  0.0  0.0      0     0 ?        I<   22:29   0:00  \_ [kworker/u53:16]
root       58668  0.0  0.0      0     0 ?        I    22:29   0:00  \_ [kworker/u50:4-iou_exit]
root       58675  0.0  0.0      0     0 ?        I    22:29   0:00  \_ [kworker/9:2-cgroup_destroy]
root       58892  0.0  0.0      0     0 ?        I    22:30   0:00  \_ [kworker/2:1]
root       58893  0.0  0.0      0     0 ?        I    22:30   0:00  \_ [kworker/2:3]
root       58991  0.0  0.0      0     0 ?        I    22:31   0:00  \_ [kworker/u50:6]
root       59063  0.0  0.0      0     0 ?        I    22:33   0:00  \_ [kworker/3:1]
root       59191  0.1  0.0      0     0 ?        I    22:33   0:00  \_ [kworker/u49:1-events_unbound]
root           1  0.0  0.0  23224 14248 ?        Ss   11:01   0:03 /sbin/init
root         394  0.0  0.2  82852 44076 ?        Ss   11:01   0:02 /usr/lib/systemd/systemd-journald
root         417  0.0  0.0  15380  5944 ?        Ss   11:01   0:00 /usr/lib/systemd/systemd-userdbd
root       58894  0.0  0.0  15936  6500 ?        S    22:30   0:00  \_ systemd-userwork: waiting...
root       59194  0.0  0.0  15936  6536 ?        S    22:33   0:00  \_ systemd-userwork: waiting...
root       59222  0.0  0.0  15936  6512 ?        S    22:34   0:00  \_ systemd-userwork: waiting...
root         449  0.0  0.0  35972  9980 ?        Ss   11:01   0:00 /usr/lib/systemd/systemd-udevd
dbus         705  0.0  0.0   8764  4100 ?        Ss   11:01   0:00 /usr/bin/dbus-broker-launch --scope system --audit
dbus         706  0.0  0.0   5464  3512 ?        S    11:01   0:06  \_ dbus-broker --log 10 --controller 9 --machine-id 94c2bd9be4de41ff9c7204e03cfad996 --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
root         707  0.0  0.1 696320 26480 ?        Ssl  11:01   0:18 /usr/bin/NetworkManager --no-daemon
dhcpcd       708  0.0  0.0   9364  6208 ?        Ss   11:01   0:00 dhcpcd: [manager] [ip4] [ip6]
root         712  0.0  0.0   9436  3744 ?        S    11:01   0:00  \_ dhcpcd: [privileged proxy]
dhcpcd      1836  0.0  0.0   8908  2528 ?        S    11:01   0:00  |   \_ dhcpcd: [BPF BOOTP] veth33441d5
dhcpcd      2189  0.0  0.0   8908  2528 ?        S    11:01   0:00  |   \_ dhcpcd: [BPF BOOTP] veth0ea196d
dhcpcd     44662  0.0  0.0   8908  2592 ?        S    20:37   0:00  |   \_ dhcpcd: [BPF ARP] wlan0 192.168.0.16
dhcpcd       713  0.0  0.0   8732  2268 ?        S    11:01   0:00  \_ dhcpcd: [network proxy]
dhcpcd       714  0.0  0.0   8724  2076 ?        S    11:01   0:00  \_ dhcpcd: [control proxy]
root         709  0.0  0.0  17568  3840 ?        Ss   11:01   0:00 /usr/lib/iwd/iwd
root         711  0.0  0.0   4516  2800 ?        Ss   11:01   0:00 seatd -g seat
root         716  0.0  0.0  16344  8104 ?        Ss   11:01   0:01 /usr/lib/systemd/systemd-logind
root         717  0.0  0.0  15964  7212 ?        Ss   11:01   0:00 /usr/lib/systemd/systemd-machined
root         830  0.4  0.6 2523444 105848 ?      Ssl  11:01   2:54 /usr/sbin/tailscaled --state=/var/lib/tailscale/tailscaled.state --socket=/run/tailscale/tailscaled.sock --port=41641
root         831  0.0  0.0  17372 11848 ?        Ss   11:01   0:03 /usr/bin/wpa_supplicant -u -s -O /run/wpa_supplicant
root         844  0.0  0.2 1574800 33724 ?       Ssl  11:01   0:00 /usr/bin/libvirtd --timeout 120
root         851  0.1  0.3 1994456 48776 ?       Ssl  11:01   0:52 /usr/bin/containerd
root         867  0.0  0.0  11268  7112 ?        Ss   11:01   0:00 login -- asritha
asritha     1795  0.0  0.0  11708  7300 tty1     Ss   11:01   0:00  \_ -zsh
asritha     2346  6.4  0.6 1506956 108680 tty1   Sl+  11:01  44:48      \_ Hyprland
asritha     2427  0.1  0.4 670860 71844 tty1     Sl+  11:01   0:47          \_ Xwayland :0 -rootless -core -listenfd 49 -listenfd 50 -displayfd 85 -wm 82
nobody      1015  0.0  0.0  12108  2968 ?        S    11:01   0:00 /usr/bin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        1016  0.0  0.0  12108  1352 ?        S    11:01   0:00  \_ /usr/bin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        1034  0.0  0.6 2529948 108292 ?      Ssl  11:01   0:15 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1729  0.0  0.0 1343780 5964 ?        Sl   11:01   0:00  \_ /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.22.0.2 -container-port 8000 -use-listen-fd
